Lead_Leg_GRF_mag_max_1_1,Lead_Leg_GRF_max_2_1,Lead_Leg_GRF_min_3_1,Lead_Leg_GRF_mag_Midpoint_FS_Release_4_1,Lead_Leg_GRF@Midpoint_FS_Release_5_1,Lead_Leg_GRF@Midpoint_FS_Release_6_1,Lead_Leg_GRF_Mag@Max_Shoulder_Rot_7_1,Lead_Leg_GRF@Max_Shoulder_Rot_8_1,Lead_Leg_GRF@Max_Shoulder_Rot_9_1,Trunk_COG@Footstrike_10_1,Trunk_COG@Release_11_1,Trunk_COG_Translation_12_1,Trunk_COG@Footstrike_13_1,Trunk_COG@Release_14_1,Trunk_COG_Translation_15_1,HEIGHT_16_1,MASS_17_1
0.3536,1.8542,92.9859,2.0919,1.7842,-1.1432,2.027,0.3377,0.4074,0.0697,1.3903,1.7669,0.3766,1.8542,92.9859,2.0715,1.7848
-1.072,2.0692,0.2927,0.3429,0.0502,1.3996,1.755,0.3554,1.8542,92.9859,2.1541,1.9341,-0.9568,1.904,0.345,0.3888,0.0438
1.4041,1.7051,0.3009,1.9304,97.5219,2.1566,1.9102,-0.9945,1.9036,0.3781,0.4456,0.0674,1.3514,1.6915,0.3401,1.9304,97.5219
2.2676,2.0267,-1.0354,2.0875,0.4086,0.4469,0.0383,1.4394,1.7479,0.3085,1.9304,97.5219,2.1808,1.9572,-0.9609,2.0068,0.4716
0.5344,0.0629,1.4441,1.7454,0.3013,1.9304,97.5219,2.3085,2.0348,-1.1696,2.1071,0.4056,0.4577,0.0521,1.4653,1.7485,0.2832
1.9304,97.5219,2.1541,1.9341,-0.9568,1.904,0.345,0.3888,0.0438,1.4041,1.7051,0.3009,1.9304,97.5219,2.1566,1.9102,-0.9945
1.9036,0.3781,0.4456,0.0674,1.3514,1.6915,0.3401,1.9304,97.5219,2.2676,2.0267,-1.0354,2.0875,0.4086,0.4469,0.0383,1.4394
1.7479,0.3085,1.9304,97.5219,2.1808,1.9572,-0.9609,2.0068,0.4716,0.5344,0.0629,1.4441,1.7454,0.3013,1.9304,97.5219,2.3085
2.0348,-1.1696,2.1071,0.4056,0.4577,0.0521,1.4653,1.7485,0.2832,1.9304,97.5219,2.0454,1.9078,-0.9025,1.6668,0.508,0.5277
0.0197,1.4029,1.7355,0.3326,1.778,77.1103,2.063,1.919,-1.0857,1.8026,0.421,0.4422,0.0212,1.4345,1.7528,0.3183,1.778
77.1103,2.0511,1.9336,-0.9586,1.7882,0.4386,0.4458,0.0072,1.4144,1.7093,0.295,1.778,77.1103,2.2459,2.0887,-0.9729,1.8667
0.4656,0.4786,0.0131,1.4554,1.7604,0.305,1.778,77.1103,2.0616,1.9426,-0.8663,1.6061,0.4989,0.5097,0.0109,1.39,1.7571
0.3671,1.778,77.1103,2.0454,1.9078,-0.9025,1.6668,0.508,0.5277,0.0197,1.4029,1.7355,0.3326,1.778,77.1103,2.063,1.919
-1.0857,1.8026,0.421,0.4422,0.0212,1.4345,1.7528,0.3183,1.778,77.1103,2.0511,1.9336,-0.9586,1.7882,0.4386,0.4458,0.0072
1.4144,1.7093,0.295,1.778,77.1103,2.2459,2.0887,-0.9729,1.8667,0.4656,0.4786,0.0131,1.4554,1.7604,0.305,1.778,77.1103
2.0616,1.9426,-0.8663,1.6061,0.4989,0.5097,0.0109,1.39,1.7571,0.3671,1.778,77.1103,1.9098,1.7851,-0.878,1.6862,0.4263
0.4775,0.0512,1.4217,1.7873,0.3657,1.9558,92.9859,1.8945,1.6683,-0.9243,1.8746,0.3932,0.4443,0.0511,1.4429,1.804,0.3612
1.9558,92.9859,2.0206,1.8641,-0.9035,1.8173,0.4142,0.4653,0.0512,1.4388,1.7907,0.352,1.9558,92.9859,2.1141,1.8695,-0.9655
2.0879,0.4149,0.4534,0.0385,1.4579,1.7609,0.303,1.9558,92.9859,1.9273,1.699,-0.8993,1.8087,0.4267,0.4782,0.0515,1.414
1.7528,0.3388,1.9558,92.9859,1.9098,1.7851,-0.878,1.6862,0.4263,0.4775,0.0512,1.4217,1.7873,0.3657,1.9558,92.9859,1.8945
1.6683,-0.9243,1.8746,0.3932,0.4443,0.0511,1.4429,1.804,0.3612,1.9558,92.9859,2.0206,1.8641,-0.9035,1.8173,0.4142,0.4653
0.0512,1.4388,1.7907,0.352,1.9558,92.9859,2.1141,1.8695,-0.9655,2.0879,0.4149,0.4534,0.0385,1.4579,1.7609,0.303,1.9558
92.9859,1.9273,1.699,-0.8993,1.8087,0.4267,0.4782,0.0515,1.414,1.7528,0.3388,1.9558,92.9859,2.1417,1.8319,-1.0737,2.0431
0.3485,0.3739,0.0254,1.3668,1.6872,0.3204,1.778,79.3783,2.131,1.8514,-1.0601,1.9737,0.3676,0.3888,0.0212,1.3838,1.7054
0.3216,1.778,79.3783,2.5415,2.3074,-1.169,2.2356,0.3491,0.3563,0.0072,1.4407,1.6894,0.2487,1.778,79.3783,2.0991,1.822
-1.0302,1.8982,0.366,0.4025,0.0365,1.3905,1.7027,0.3122,1.778,79.3783,2.1272,1.8492,-1.0473,1.9743,0.3387,0.3503,0.0116
1.4034,1.6959,0.2925,1.778,79.3783,2.1417,1.8319,-1.0737,2.0431,0.3485,0.3739,0.0254,1.3668,1.6872,0.3204,1.778,79.3783
2.131,1.8514,-1.0601,1.9737,0.3676,0.3888,0.0212,1.3838,1.7054,0.3216,1.778,79.3783,2.5415,2.3074,-1.169,2.2356,0.3491
0.3563,0.0072,1.4407,1.6894,0.2487,1.778,79.3783,2.0991,1.822,-1.0302,1.8982,0.366,0.4025,0.0365,1.3905,1.7027,0.3122
1.778,79.3783,2.1272,1.8492,-1.0473,1.9743,0.3387,0.3503,0.0116,1.4034,1.6959,0.2925,1.778,79.3783,2.5221,2.1877,-1.259
2.182,0.3371,0.3556,0.0185,1.4834,1.7517,0.2683,1.8288,86.6357,2.5704,2.2379,-1.2759,2.1444,0.3415,0.3519,0.0104,1.4606
1.742,0.2814,1.8288,86.6357,2.6543,2.3172,-1.2971,2.2638,0.3902,0.4117,0.0215,1.4555,1.7393,0.2839,1.8288,86.6357,2.6499
2.2902,-1.3288,2.4507,0.3353,0.3474,0.0121,1.4564,1.7213,0.2648,1.8288,86.6357,2.6364,2.286,-1.3175,2.1336,0.3089,0.3151
0.0062,1.4428,1.7414,0.2986,1.8288,86.6357,2.5221,2.1877,-1.259,2.182,0.3371,0.3556,0.0185,1.4834,1.7517,0.2683,1.8288
86.6357,2.5704,2.2379,-1.2759,2.1444,0.3415,0.3519,0.0104,1.4606,1.742,0.2814,1.8288,86.6357,2.6543,2.3172,-1.2971,2.2638
0.3902,0.4117,0.0215,1.4555,1.7393,0.2839,1.8288,86.6357,2.6499,2.2902,-1.3288,2.4507,0.3353,0.3474,0.0121,1.4564,1.7213
0.2648,1.8288,86.6357,2.6364,2.286,-1.3175,2.1336,0.3089,0.3151,0.0062,1.4428,1.7414,0.2986,1.8288,86.6357,2.1792,1.9816
-0.9116,1.9626,0.3411,0.4147,0.0737,1.3411,1.6413,0.3002,1.8288,79.3783,2.2082,1.9858,-0.956,2.0602,0.3126,0.3986,0.086
1.3413,1.6327,0.2914,1.8288,79.3783,2.3548,2.0781,-1.1433,2.2267,0.3167,0.3842,0.0675,1.3961,1.6621,0.266,1.8288,79.3783
2.2464,1.9513,-1.2005,1.9926,0.2963,0.3595,0.0632,1.4092,1.6174,0.2082,1.8288,79.3783,2.3388,2.1361,-0.9541,1.945,0.2819
0.3443,0.0624,1.4127,1.6364,0.2237,1.8288,79.3783,2.1792,1.9816,-0.9116,1.9626,0.3411,0.4147,0.0737,1.3411,1.6413,0.3002
1.8288,79.3783,2.2082,1.9858,-0.956,2.0602,0.3126,0.3986,0.086,1.3413,1.6327,0.2914,1.8288,79.3783,2.3548,2.0781,-1.1433
2.2267,0.3167,0.3842,0.0675,1.3961,1.6621,0.266,1.8288,79.3783,2.2464,1.9513,-1.2005,1.9926,0.2963,0.3595,0.0632,1.4092
1.6174,0.2082,1.8288,79.3783,2.3388,2.1361,-0.9541,1.945,0.2819,0.3443,0.0624,1.4127,1.6364,0.2237,1.8288,79.3783,2.3944
2.0478,-1.2021,2.2091,0.5582,0.487,-0.0712,1.3957,1.7479,0.3521,1.905,90.718,2.44,2.1353,-1.1481,2.3178,0.5727,0.5296
-0.0431,1.4059,1.7217,0.3158,1.905,90.718,2.307,2.0029,-1.1364,2.0745,0.5407,0.4676,-0.0731,1.3994,1.7474,0.348,1.905
90.718,2.2868,1.9995,-1.1019,2.0222,0.5115,0.4251,-0.0864,1.3484,1.6997,0.3514,1.905,90.718,2.2207,1.9418,-1.1066,2.2157
0.5298,0.4532,-0.0766,1.3706,1.6997,0.3291,1.905,90.718,2.3944,2.0478,-1.2021,2.2091,0.5582,0.487,-0.0712,1.3957,1.7479
0.3521,1.905,90.718,2.44,2.1353,-1.1481,2.3178,0.5727,0.5296,-0.0431,1.4059,1.7217,0.3158,1.905,90.718,2.307,2.0029
-1.1364,2.0745,0.5407,0.4676,-0.0731,1.3994,1.7474,0.348,1.905,90.718,2.2868,1.9995,-1.1019,2.0222,0.5115,0.4251,-0.0864
1.3484,1.6997,0.3514,1.905,90.718,2.2207,1.9418,-1.1066,2.2157,0.5298,0.4532,-0.0766,1.3706,1.6997,0.3291,1.905,90.718
2.2871,2.0721,-1.0954,2.2028,0.4915,0.5584,0.0669,1.5735,1.8945,0.321,1.8796,88.4501,2.5032,2.1819,-1.233,2.2592,0.468
0.5351,0.0671,1.6445,1.9589,0.3144,1.8796,88.4501,2.5159,2.2541,-1.1099,2.2882,0.486,0.5609,0.075,1.6232,1.9372,0.3139
1.8796,88.4501,2.4828,2.2237,-1.1163,2.3149,0.6396,0.7067,0.0672,1.5863,1.9172,0.3308,1.8796,88.4501,2.5666,2.3718,-1.1222
2.3536,0.6316,0.6916,0.06,1.6329,1.925,0.2921,1.8796,88.4501,2.2871,2.0721,-1.0954,2.2028,0.4915,0.5584,0.0669,1.5735
1.8945,0.321,1.8796,88.4501,2.5032,2.1819,-1.233,2.2592,0.468,0.5351,0.0671,1.6445,1.9589,0.3144,1.8796,88.4501,2.5159
2.2541,-1.1099,2.2882,0.486,0.5609,0.075,1.6232,1.9372,0.3139,1.8796,88.4501,2.4828,2.2237,-1.1163,2.3149,0.6396,0.7067
0.0672,1.5863,1.9172,0.3308,1.8796,88.4501,2.5666,2.3718,-1.1222,2.3536,0.6316,0.6916,0.06,1.6329,1.925,0.2921,1.8796
88.4501,2.5499,2.3116,-1.4496,1.942,0.3156,0.4014,0.0858,1.3535,1.6107,0.2571,1.8288,77.1103,2.8125,2.597,-1.4443,2.075
0.3473,0.4361,0.0889,1.3881,1.6153,0.2271,1.8288,77.1103,2.3748,2.2023,-1.1946,2.117,0.2857,0.3492,0.0635,1.3782,1.5899
0.2117,1.8288,77.1103,2.2177,2.085,-0.865,2.1948,0.3012,0.3885,0.0873,1.2932,1.523,0.2297,1.8288,77.1103,2.5495,2.2408
-1.2155,1.7975,0.2651,0.3446,0.0796,1.2788,1.5518,0.2729,1.8288,77.1103,2.5499,2.3116,-1.4496,1.942,0.3156,0.4014,0.0858
1.3535,1.6107,0.2571,1.8288,77.1103,2.8125,2.597,-1.4443,2.075,0.3473,0.4361,0.0889,1.3881,1.6153,0.2271,1.8288,77.1103
2.3748,2.2023,-1.1946,2.117,0.2857,0.3492,0.0635,1.3782,1.5899,0.2117,1.8288,77.1103,2.2177,2.085,-0.865,2.1948,0.3012
0.3885,0.0873,1.2932,1.523,0.2297,1.8288,77.1103,2.5495,2.2408,-1.2155,1.7975,0.2651,0.3446,0.0796,1.2788,1.5518,0.2729
1.8288,77.1103,1.8483,1.6021,-0.9254,1.5651,0.5259,0.5712,0.0453,1.4664,1.8483,0.3819,1.9304,122.469,1.7681,1.5608,-0.8278
1.4359,0.5205,0.5609,0.0403,1.4496,1.8468,0.3971,1.9304,122.469,1.873,1.664,-0.8638,1.4472,0.5311,0.5776,0.0466,1.4752
1.8729,0.3976,1.9304,122.469,1.7775,1.5595,-0.8473,1.3758,0.4722,0.5064,0.0343,1.4165,1.8369,0.4205,1.9304,122.469,1.7152
1.5078,-0.813,1.4639,0.5253,0.5663,0.041,1.4486,1.849,0.4004,1.9304,122.469,1.8483,1.6021,-0.9254,1.5651,0.5259,0.5712
0.0453,1.4664,1.8483,0.3819,1.9304,122.469,1.7681,1.5608,-0.8278,1.4359,0.5205,0.5609,0.0403,1.4496,1.8468,0.3971,1.9304
122.469,1.873,1.664,-0.8638,1.4472,0.5311,0.5776,0.0466,1.4752,1.8729,0.3976,1.9304,122.469,1.7775,1.5595,-0.8473,1.3758
0.4722,0.5064,0.0343,1.4165,1.8369,0.4205,1.9304,122.469,1.7152,1.5078,-0.813,1.4639,0.5253,0.5663,0.041,1.4486,1.849
0.4004,1.9304,122.469,2.105,1.8522,-1.082,2.0228,0.3181,0.4113,0.0932,1.4207,1.8097,0.3891,1.8542,92.9859,2.1111,1.8743
-1.0669,1.9672,0.3263,0.4182,0.0919,1.437,1.825,0.388,1.8542,92.9859,2.1283,1.8463,-1.0675,2.0684,0.3992,0.4956,0.0965
1.4045,1.7612,0.3567,1.8542,92.9859,2.1133,1.8359,-1.0576,2.0199,0.338,0.4098,0.0719,1.436,1.7932,0.3572,1.8542,92.9859
2.0675,1.8012,-1.0663,2.0467,0.2836,0.3458,0.0622,1.4677,1.8275,0.3598,1.8542,92.9859,2.105,1.8522,-1.082,2.0228,0.3181
0.4113,0.0932,1.4207,1.8097,0.3891,1.8542,92.9859,2.1111,1.8743,-1.0669,1.9672,0.3263,0.4182,0.0919,1.437,1.825,0.388
1.8542,92.9859,2.1283,1.8463,-1.0675,2.0684,0.3992,0.4956,0.0965,1.4045,1.7612,0.3567,1.8542,92.9859,2.1133,1.8359,-1.0576
2.0199,0.338,0.4098,0.0719,1.436,1.7932,0.3572,1.8542,92.9859,2.0675,1.8012,-1.0663,2.0467,0.2836,0.3458,0.0622,1.4677
1.8275,0.3598,1.8542,92.9859,2.0649,1.9386,-0.9741,1.7777,0.4455,0.4509,0.0054,1.4268,1.7562,0.3294,1.778,77.1103,1.9644
1.853,-0.8568,1.6348,0.4405,0.4434,0.0028,1.5031,1.825,0.3219,1.778,77.1103,2.1076,2.0093,-1.1278,1.7062,0.4529,0.4353
-0.0176,1.4231,1.6757,0.2527,1.778,77.1103,2.1573,2.0366,-0.8401,1.7143,0.4331,0.4127,-0.0203,1.3382,1.6415,0.3033,1.778
77.1103,1.9518,1.8096,-0.8355,1.7001,0.4389,0.4411,0.0022,1.4627,1.7632,0.3005,1.778,77.1103,2.0649,1.9386,-0.9741,1.7777
0.4455,0.4509,0.0054,1.4268,1.7562,0.3294,1.778,77.1103,1.9644,1.853,-0.8568,1.6348,0.4405,0.4434,0.0028,1.5031,1.825
0.3219,1.778,77.1103,2.1076,2.0093,-1.1278,1.7062,0.4529,0.4353,-0.0176,1.4231,1.6757,0.2527,1.778,77.1103,2.1573,2.0366
-0.8401,1.7143,0.4331,0.4127,-0.0203,1.3382,1.6415,0.3033,1.778,77.1103,1.9518,1.8096,-0.8355,1.7001,0.4389,0.4411,0.0022
1.4627,1.7632,0.3005,1.778,77.1103,2.1019,1.8662,-0.9483,1.676,0.3988,0.4413,0.0425,1.3259,1.6579,0.332,1.8034,79.3783
2.1079,1.8714,-0.9952,1.6063,0.4116,0.454,0.0424,1.3559,1.6663,0.3104,1.8034,79.3783,2.016,1.7568,-0.9671,1.6886,0.4137
0.4581,0.0444,1.3269,1.6649,0.3379,1.8034,79.3783,2.016,1.7777,-0.923,1.7109,0.4233,0.4632,0.0398,1.3122,1.6336,0.3213
1.8034,79.3783,2.1964,2.0092,-0.9659,1.7502,0.4199,0.4564,0.0364,1.327,1.6348,0.3078,1.8034,79.3783,2.1019,1.8662,-0.9483
1.676,0.3988,0.4413,0.0425,1.3259,1.6579,0.332,1.8034,79.3783,2.1079,1.8714,-0.9952,1.6063,0.4116,0.454,0.0424,1.3559
1.6663,0.3104,1.8034,79.3783,2.016,1.7568,-0.9671,1.6886,0.4137,0.4581,0.0444,1.3269,1.6649,0.3379,1.8034,79.3783,2.016
1.7777,-0.923,1.7109,0.4233,0.4632,0.0398,1.3122,1.6336,0.3213,1.8034,79.3783,2.1964,2.0092,-0.9659,1.7502,0.4199,0.4564
0.0364,1.327,1.6348,0.3078,1.8034,79.3783,2.308,2.0534,-1.3185,1.9935,-0.4545,-0.5013,-0.0467,1.2482,1.6038,0.3556,2.0193
96.1611,2.3018,2.0764,-1.2601,2.0565,-0.471,-0.506,-0.0349,1.334,1.6243,0.2903,2.0193,96.1611,2.1099,1.8557,-1.1457,1.9579
-0.6887,-0.7261,-0.0374,1.3024,1.6289,0.3265,2.0193,96.1611,2.6457,2.5467,-1.1791,2.2791,-0.4007,-0.4207,-0.02,1.3071,1.5828
0.2757,2.0193,96.1611,2.1396,1.8649,-1.0432,2.1142,-0.4266,-0.4751,-0.0484,1.3378,1.6133,0.2756,2.0193,96.1611,2.0974,1.8241
-1.1166,2.0024,-0.3752,-0.4024,-0.0272,1.3296,1.6066,0.277,2.0193,96.1611,2.2832,1.869,-1.3056,1.916,-0.3877,-0.4263,-0.0387
1.2736,1.6032,0.3296,2.0193,96.1611,2.1076,1.8351,-1.1402,2.0593,-0.4732,-0.5181,-0.0449,1.2876,1.5761,0.2885,2.0193,96.1611
2.1681,1.8867,-1.065,2.1051,-0.4099,-0.439,-0.0291,1.2927,1.605,0.3123,2.0193,96.1611,2.2012,1.9197,-1.0785,2.0348,-0.4256
-0.4547,-0.0291,1.2724,1.6168,0.3443,2.0193,96.1611,2.308,2.0534,-1.3185,1.9935,-0.4545,-0.5013,-0.0467,1.2482,1.6038,0.3556
2.0193,96.1611,2.3018,2.0764,-1.2601,2.0565,-0.471,-0.506,-0.0349,1.334,1.6243,0.2903,2.0193,96.1611,2.1099,1.8557,-1.1457
1.9579,-0.6887,-0.7261,-0.0374,1.3024,1.6289,0.3265,2.0193,96.1611,2.6457,2.5467,-1.1791,2.2791,-0.4007,-0.4207,-0.02,1.3071
1.5828,0.2757,2.0193,96.1611,2.1396,1.8649,-1.0432,2.1142,-0.4266,-0.4751,-0.0484,1.3378,1.6133,0.2756,2.0193,96.1611,2.0974
1.8241,-1.1166,2.0024,-0.3752,-0.4024,-0.0272,1.3296,1.6066,0.277,2.0193,96.1611,2.2832,1.869,-1.3056,1.916,-0.3877,-0.4263
-0.0387,1.2736,1.6032,0.3296,2.0193,96.1611,2.1076,1.8351,-1.1402,2.0593,-0.4732,-0.5181,-0.0449,1.2876,1.5761,0.2885,2.0193
96.1611,2.1681,1.8867,-1.065,2.1051,-0.4099,-0.439,-0.0291,1.2927,1.605,0.3123,2.0193,96.1611,2.2012,1.9197,-1.0785,2.0348
-0.4256,-0.4547,-0.0291,1.2724,1.6168,0.3443,2.0193,96.1611,2.6457,2.5467,-1.1791,2.3558,-0.4002,-0.4248,-0.0246,1.2954,1.611
0.3156,2.0193,96.1611,2.1396,1.8649,-1.0432,2.0034,-0.418,-0.4815,-0.0635,1.2553,1.6335,0.3782,2.0193,96.1611,2.0974,1.8241
-1.1166,1.9698,-0.3714,-0.406,-0.0346,1.2571,1.6279,0.3708,2.0193,96.1611,2.2832,1.869,-1.3056,1.9906,-0.3866,-0.4328,-0.0463
1.2613,1.6312,0.3699,2.0193,96.1611,2.6457,2.5467,-1.1791,2.3558,-0.4002,-0.4248,-0.0246,1.2954,1.611,0.3156,2.0193,96.1611
2.1396,1.8649,-1.0432,2.0034,-0.418,-0.4815,-0.0635,1.2553,1.6335,0.3782,2.0193,96.1611,2.0974,1.8241,-1.1166,1.9698,-0.3714
-0.406,-0.0346,1.2571,1.6279,0.3708,2.0193,96.1611,2.2832,1.869,-1.3056,1.9906,-0.3866,-0.4328,-0.0463,1.2613,1.6312,0.3699
2.0193,96.1611,2.6452,2.3032,-1.2997,2.2437,0.3312,0.3577,0.0265,1.4529,1.7038,0.2509,1.8288,88.4501,2.5118,2.2142,-1.1948
1.8638,0.3231,0.3525,0.0294,1.4061,1.6921,0.286,1.8288,88.4501,2.5796,2.2319,-1.3245,2.4456,0.2973,0.3149,0.0176,1.4689
1.6701,0.2012,1.8288,88.4501,2.5503,2.2245,-1.2542,2.1263,0.2981,0.3199,0.0218,1.4314,1.7044,0.273,1.8288,88.4501,2.6223
2.2475,-1.3674,2.3145,0.3074,0.3239,0.0165,1.4323,1.6911,0.2589,1.8288,88.4501,2.6452,2.3032,-1.2997,2.2437,0.3312,0.3577
0.0265,1.4529,1.7038,0.2509,1.8288,88.4501,2.5118,2.2142,-1.1948,1.8638,0.3231,0.3525,0.0294,1.4061,1.6921,0.286,1.8288
88.4501,2.5796,2.2319,-1.3245,2.4456,0.2973,0.3149,0.0176,1.4689,1.6701,0.2012,1.8288,88.4501,2.5503,2.2245,-1.2542,2.1263
0.2981,0.3199,0.0218,1.4314,1.7044,0.273,1.8288,88.4501,2.6223,2.2475,-1.3674,2.3145,0.3074,0.3239,0.0165,1.4323,1.6911
0.2589,1.8288,88.4501,2.4801,2.0585,-1.3837,2.4175,0.3831,0.4645,0.0813,1.4379,1.8159,0.378,1.8796,92.9859,2.3611,1.959
-1.3601,2.0728,0.3319,0.3991,0.0671,1.4731,1.8722,0.3991,1.8796,92.9859,2.4633,2.0524,-1.3584,2.0798,0.3694,0.4401,0.0707
1.4392,1.7996,0.3604,1.8796,92.9859,2.4985,2.0507,-1.4245,2.2213,0.3868,0.4399,0.0531,1.5118,1.8456,0.3339,1.8796,92.9859
2.6885,2.3333,-1.4301,2.4658,0.3371,0.4163,0.0792,1.4953,1.891,0.3958,1.8796,92.9859,2.4801,2.0585,-1.3837,2.4175,0.3831
0.4645,0.0813,1.4379,1.8159,0.378,1.8796,92.9859,2.3611,1.959,-1.3601,2.0728,0.3319,0.3991,0.0671,1.4731,1.8722,0.3991
1.8796,92.9859,2.4633,2.0524,-1.3584,2.0798,0.3694,0.4401,0.0707,1.4392,1.7996,0.3604,1.8796,92.9859,2.4985,2.0507,-1.4245
2.2213,0.3868,0.4399,0.0531,1.5118,1.8456,0.3339,1.8796,92.9859,2.6885,2.3333,-1.4301,2.4658,0.3371,0.4163,0.0792,1.4953
1.891,0.3958,1.8796,92.9859,2.9006,2.47,-1.5501,2.8657,0.3291,0.3819,0.0527,1.3734,1.7018,0.3284,1.8542,88.4501,2.9439
2.5063,-1.5683,2.8049,0.3021,0.3297,0.0276,1.3769,1.7073,0.3304,1.8542,88.4501,2.9646,2.5328,-1.5669,2.6998,0.3159,0.3527
0.0367,1.3846,1.6916,0.307,1.8542,88.4501,2.9616,2.5256,-1.5814,2.8579,0.292,0.3159,0.0238,1.4528,1.7297,0.2769,1.8542
88.4501,2.8654,2.4331,-1.517,2.7161,0.3008,0.34,0.0392,1.3738,1.7034,0.3296,1.8542,88.4501,2.9006,2.47,-1.5501,2.8657
0.3291,0.3819,0.0527,1.3734,1.7018,0.3284,1.8542,88.4501,2.9439,2.5063,-1.5683,2.8049,0.3021,0.3297,0.0276,1.3769,1.7073
0.3304,1.8542,88.4501,2.9646,2.5328,-1.5669,2.6998,0.3159,0.3527,0.0367,1.3846,1.6916,0.307,1.8542,88.4501,2.9616,2.5256
-1.5814,2.8579,0.292,0.3159,0.0238,1.4528,1.7297,0.2769,1.8542,88.4501,2.8654,2.4331,-1.517,2.7161,0.3008,0.34,0.0392
1.3738,1.7034,0.3296,1.8542,88.4501,2.1763,1.8113,-1.1806,2.1688,0.1431,0.1151,-0.0281,1.5452,1.8598,0.3146,1.8288,79.3783
2.5602,2.0922,-1.4391,2.5602,0.2145,0.1652,-0.0493,1.6175,1.942,0.3245,1.8288,79.3783,2.3495,1.9547,-1.2976,2.3115,0.2287
0.1823,-0.0464,1.5021,1.8338,0.3317,1.8288,79.3783,2.3757,1.9638,-1.3182,2.3757,0.163,0.1311,-0.0319,1.5645,1.886,0.3214
1.8288,79.3783,2.4344,1.9946,-1.3426,2.4183,0.1813,0.1423,-0.0389,1.5491,1.8606,0.3115,1.8288,79.3783,2.1763,1.8113,-1.1806
2.1688,0.1431,0.1151,-0.0281,1.5452,1.8598,0.3146,1.8288,79.3783,2.5602,2.0922,-1.4391,2.5602,0.2145,0.1652,-0.0493,1.6175
1.942,0.3245,1.8288,79.3783,2.3495,1.9547,-1.2976,2.3115,0.2287,0.1823,-0.0464,1.5021,1.8338,0.3317,1.8288,79.3783,2.3757
1.9638,-1.3182,2.3757,0.163,0.1311,-0.0319,1.5645,1.886,0.3214,1.8288,79.3783,2.4344,1.9946,-1.3426,2.4183,0.1813,0.1423
-0.0389,1.5491,1.8606,0.3115,1.8288,79.3783,2.3468,2.0893,-1.1176,2.1476,0.53,0.607,0.0771,1.4882,1.6825,0.1943,1.8288
74.8423,2.2936,2.1837,-1.0947,2.1826,0.5799,0.6617,0.0818,1.4933,1.6811,0.1878,1.8288,74.8423,2.2027,1.9796,-0.9945,2.035
0.5529,0.6441,0.0912,1.4609,1.6942,0.2332,1.8288,74.8423,2.2911,2.0613,-1.0432,2.1084,0.5437,0.631,0.0874,1.4922,1.7084
0.2162,1.8288,74.8423,2.3137,2.0699,-1.0437,1.9311,0.5342,0.6291,0.0949,1.5115,1.7449,0.2334,1.8288,74.8423,2.3468,2.0893
-1.1176,2.1476,0.53,0.607,0.0771,1.4882,1.6825,0.1943,1.8288,74.8423,2.2936,2.1837,-1.0947,2.1826,0.5799,0.6617,0.0818
1.4933,1.6811,0.1878,1.8288,74.8423,2.2027,1.9796,-0.9945,2.035,0.5529,0.6441,0.0912,1.4609,1.6942,0.2332,1.8288,74.8423
2.2911,2.0613,-1.0432,2.1084,0.5437,0.631,0.0874,1.4922,1.7084,0.2162,1.8288,74.8423,2.3137,2.0699,-1.0437,1.9311,0.5342
0.6291,0.0949,1.5115,1.7449,0.2334,1.8288,74.8423,2.4909,2.1112,-1.223,2.4868,0.5466,0.6635,0.1169,1.5371,1.7533,0.2161
1.8288,79.3783,2.521,2.1348,-1.2005,2.4569,0.5608,0.6974,0.1365,1.4908,1.7123,0.2215,1.8288,79.3783,2.5814,2.1368,-1.3016
2.572,0.546,0.6753,0.1293,1.4559,1.6707,0.2147,1.8288,79.3783,2.4503,2.07,-1.1785,2.4479,0.5206,0.6409,0.1203,1.4282
1.6963,0.2682,1.8288,79.3783,2.557,2.1635,-1.2599,2.557,0.5501,0.6603,0.1102,1.5027,1.7146,0.2119,1.8288,79.3783,2.4909
2.1112,-1.223,2.4868,0.5466,0.6635,0.1169,1.5371,1.7533,0.2161,1.8288,79.3783,2.521,2.1348,-1.2005,2.4569,0.5608,0.6974
0.1365,1.4908,1.7123,0.2215,1.8288,79.3783,2.5814,2.1368,-1.3016,2.572,0.546,0.6753,0.1293,1.4559,1.6707,0.2147,1.8288
79.3783,2.4503,2.07,-1.1785,2.4479,0.5206,0.6409,0.1203,1.4282,1.6963,0.2682,1.8288,79.3783,2.557,2.1635,-1.2599,2.557
0.5501,0.6603,0.1102,1.5027,1.7146,0.2119,1.8288,79.3783,2.2369,2.0202,-1.0001,1.8296,0.2747,0.3662,0.0914,1.4789,1.8523
0.3734,1.9812,90.718,2.2269,1.9914,-0.9916,1.9012,0.347,0.4396,0.0926,1.5158,1.8933,0.3775,1.9812,90.718,2.2172,1.9909
-0.9666,1.7947,0.2526,0.323,0.0704,1.4152,1.8077,0.3926,1.9812,90.718,2.0975,1.9116,-0.8671,1.7962,0.3091,0.407,0.0979
1.5159,1.8872,0.3713,1.9812,90.718,2.2017,1.982,-0.9574,1.9417,0.3099,0.3901,0.0802,1.4856,1.8565,0.3708,1.9812,90.718
