Lead_Leg_GRF_mag_max_1_1,Lead_Leg_GRF_max_2_1,Lead_Leg_GRF_min_3_1,Lead_Leg_GRF_mag_Midpoint_FS_Release_4_1,Lead_Leg_GRF@Midpoint_FS_Release_5_1,Lead_Leg_GRF@Midpoint_FS_Release_6_1,Lead_Leg_GRF_Mag@Max_Shoulder_Rot_7_1,Lead_Leg_GRF@Max_Shoulder_Rot_8_1,Lead_Leg_GRF@Max_Shoulder_Rot_9_1,Trunk_COG@Footstrike_10_1,Trunk_COG@Release_11_1,Trunk_COG_Translation_12_1,Trunk_COG@Footstrike_13_1,Trunk_COG@Release_14_1,Trunk_COG_Translation_15_1,HEIGHT_16_1,MASS_17_1
1.7989,0.3343,1.8542,90.718,2.7671,2.4633,-1.2783,2.6027,0.389,0.4526,0.0636,1.5819,1.868,0.2861,1.8542,90.718,2.4309
2.1178,-1.1892,2.0794,0.2493,0.2854,0.0361,1.5139,1.8327,0.3188,1.8542,90.718,3.1563,2.8271,-1.4509,2.6737,0.3443,0.4101
0.0658,1.6023,1.9211,0.3188,1.8542,90.718,2.8668,2.5839,-1.33,2.823,0.2886,0.3333,0.0447,1.5924,1.876,0.2836,1.8542
90.718,2.4251,2.1899,-1.0442,2.2081,0.2245,0.2682,0.0438,1.4647,1.7989,0.3343,1.8542,90.718,2.1854,1.9529,-0.9816,2.1854
0.5879,0.5365,-0.0514,1.4211,1.8082,0.3871,1.8796,92.9859,2.1961,1.9723,-0.9723,1.7941,0.6146,0.5601,-0.0545,1.4178,1.8757
0.458,1.8796,92.9859,2.1031,1.878,-0.9502,1.8235,0.5825,0.5112,-0.0713,1.4184,1.8471,0.4287,1.8796,92.9859,2.413,2.2322
-1.0148,1.746,0.5872,0.5477,-0.0395,1.4568,1.8309,0.3741,1.8796,92.9859,2.2054,1.9819,-0.9609,1.7737,0.5863,0.5273,-0.059
1.4254,1.8521,0.4266,1.8796,92.9859,2.1854,1.9529,-0.9816,2.1854,0.5879,0.5365,-0.0514,1.4211,1.8082,0.3871,1.8796,92.9859
2.1961,1.9723,-0.9723,1.7941,0.6146,0.5601,-0.0545,1.4178,1.8757,0.458,1.8796,92.9859,2.1031,1.878,-0.9502,1.8235,0.5825
0.5112,-0.0713,1.4184,1.8471,0.4287,1.8796,92.9859,2.413,2.2322,-1.0148,1.746,0.5872,0.5477,-0.0395,1.4568,1.8309,0.3741
1.8796,92.9859,2.2054,1.9819,-0.9609,1.7737,0.5863,0.5273,-0.059,1.4254,1.8521,0.4266,1.8796,92.9859,2.1649,1.9471,-0.9469
1.619,0.3546,0.3808,0.0262,1.3141,1.5307,0.2166,1.905,83.9141,2.1782,1.9635,-0.9452,1.8651,0.3018,0.3254,0.0236,1.2812
1.4901,0.2089,1.905,83.9141,2.3205,2.0764,-1.0324,1.9602,0.3522,0.3776,0.0254,1.3541,1.52,0.1659,1.905,83.9141,2.1523
1.9352,-0.9445,1.6151,0.4097,0.4529,0.0432,1.4408,1.6308,0.19,1.905,83.9141,2.2335,2.0336,-0.9261,1.7369,0.3237,0.3462
0.0225,1.2853,1.504,0.2187,1.905,83.9141,2.1648,1.9725,-0.893,1.8302,0.3326,0.369,0.0364,1.2671,1.5005,0.2334,1.905
83.9141,2.2994,2.0705,-1.0025,1.9837,0.3962,0.4269,0.0307,1.3819,1.5245,0.1426,1.905,83.9141,2.1488,1.955,-0.8862,1.7037
0.395,0.4288,0.0337,1.3361,1.5597,0.2236,1.905,83.9141,2.1947,1.9881,-0.9297,1.8254,0.3719,0.4049,0.033,1.4726,1.6511
0.1786,1.905,83.9141,2.3205,2.0764,-1.0324,1.9602,0.3539,0.3785,0.0246,1.3548,1.5215,0.1667,1.905,83.9141,2.1523,1.9352
-0.9445,1.6151,0.4094,0.4466,0.0372,1.4429,1.6223,0.1794,1.905,83.9141,2.2335,2.0336,-0.9261,1.7369,0.3251,0.3476,0.0225
1.2861,1.5068,0.2207,1.905,83.9141,2.1648,1.9725,-0.893,1.8302,0.3308,0.3676,0.0368,1.2696,1.5038,0.2342,1.905,83.9141
2.2994,2.0705,-1.0025,1.9837,0.3957,0.4261,0.0304,1.3835,1.5271,0.1435,1.905,83.9141,2.1034,1.8294,-1.0513,1.9649,0.5081
0.5581,0.05,1.508,1.7971,0.2891,1.8796,83.9141,2.0641,1.7685,-1.1121,2.0202,0.4975,0.5403,0.0428,1.5004,1.7933,0.2929
1.8796,83.9141,2.0606,1.7679,-1.1052,2.023,0.4729,0.5214,0.0485,1.5319,1.839,0.3071,1.8796,83.9141,2.0608,1.7303,-1.1643
2.0051,0.468,0.5179,0.0498,1.4786,1.7907,0.3121,1.8796,83.9141,1.9533,1.6938,-1.0385,1.8998,0.5087,0.5564,0.0477,1.5111
1.8508,0.3398,1.8796,83.9141,2.1034,1.8294,-1.0513,1.9649,0.5081,0.5581,0.05,1.508,1.7971,0.2891,1.8796,83.9141,2.0641
1.7685,-1.1121,2.0202,0.4975,0.5403,0.0428,1.5004,1.7933,0.2929,1.8796,83.9141,2.0606,1.7679,-1.1052,2.023,0.4729,0.5214
0.0485,1.5319,1.839,0.3071,1.8796,83.9141,2.0608,1.7303,-1.1643,2.0051,0.468,0.5179,0.0498,1.4786,1.7907,0.3121,1.8796
83.9141,1.9533,1.6938,-1.0385,1.8998,0.5087,0.5564,0.0477,1.5111,1.8508,0.3398,1.8796,83.9141,1653.2905,1494.0842,-919.4625,1609.5864
1310.5776,-914.5437,1527.6238,1271.0284,-831.0948,0.3657,0.3877,0.022,1.4261,1.6427,0.2165,1.778,70.76,1713.0989,1543.6971,-825.6165,1609.6704
1395.4456,-786.11,1697.019,1475.1182,-821.9655,0.2541,0.2437,-0.0104,1.4263,1.5961,0.1698,1.778,70.76,1553.4633,1337.8342,-775.3979,1520.7791
1305.5151,-764.4015,1499.9022,1283.7424,-767.2484,0.3408,0.3908,0.05,1.388,1.6568,0.2688,1.778,70.76,1897.0673,1862.2383,-736.8698,1499.8901
1338.9214,-666.2685,1544.6771,1371.2759,-703.2561,0.3389,0.3681,0.0292,1.3933,1.6551,0.2618,1.778,70.76,1747.3695,1506.9419,-873.8394,1618.5186
1389.9658,-804.1215,1736.187,1490.1644,-860.8525,0.3694,0.3963,0.0269,1.4267,1.6393,0.2126,1.778,70.76,1.778,70.76,1653.2905,1494.0842
-919.4625,1609.5864,1310.5776,-914.5437,1527.6238,1271.0284,-831.0948,0.3657,0.3877,0.022,1.4261,1.6427,0.2165,1.778,70.76,1713.0989,1543.6971
-825.6165,1609.6704,1395.4456,-786.11,1697.019,1475.1182,-821.9655,0.2541,0.2437,-0.0104,1.4263,1.5961,0.1698,1.778,70.76,1553.4633,1337.8342
-775.3979,1520.7791,1305.5151,-764.4015,1499.9022,1283.7424,-767.2484,0.3408,0.3908,0.05,1.388,1.6568,0.2688,1.778,70.76,1897.0673,1862.2383
-736.8698,1499.8901,1338.9214,-666.2685,1544.6771,1371.2759,-703.2561,0.3389,0.3681,0.0292,1.3933,1.6551,0.2618,1.778,70.76,1747.3695,1506.9419
-873.8394,1618.5186,1389.9658,-804.1215,1736.187,1490.1644,-860.8525,0.3694,0.3963,0.0269,1.4267,1.6393,0.2126,1.778,70.76,1.778,70.76
3258.8577,3087.6521,-1206.7994,1855.4177,1596.7065,-944.9224,1977.6068,1747.1538,-926.4406,0.1634,0.1319,-0.0315,1.6664,1.9278,0.2614,1.9304,97.5219
3237.7681,3109.5254,-1019.6428,1748.4464,1514.1238,-873.5219,2021.162,1822.7998,-872.7938,0.2083,0.1882,-0.0201,1.6648,1.927,0.2622,1.9304,97.5219
2800.3059,2650.0657,-1006.2593,1809.821,1578.0382,-885.4213,1965.7593,1755.7795,-877.2778,0.1517,0.1157,-0.036,1.645,1.9321,0.2871,1.9304,97.5219
2707.6523,2524.0476,-1015.0444,1846.0875,1607.5762,-907.5065,1982.1331,1761.1895,-907.3991,0.1611,0.1361,-0.0251,1.6955,1.9748,0.2794,1.9304,97.5219
2059.3647,1804.7296,-992.4183,1882.0757,1628.375,-942.6964,1903.8326,1669.7863,-913.8862,0.238,0.2148,-0.0232,1.6496,1.9913,0.3416,1.9304,97.5219
1.9304,97.5219,3258.8577,3087.6521,-1206.7994,1855.4177,1596.7065,-944.9224,1977.6068,1747.1538,-926.4406,0.1634,0.1319,-0.0315,1.6664,1.9278,0.2614
1.9304,97.5219,3237.7681,3109.5254,-1019.6428,1748.4464,1514.1238,-873.5219,2021.162,1822.7998,-872.7938,0.2083,0.1882,-0.0201,1.6648,1.927,0.2622
1.9304,97.5219,2800.3059,2650.0657,-1006.2593,1809.821,1578.0382,-885.4213,1965.7593,1755.7795,-877.2778,0.1517,0.1157,-0.036,1.645,1.9321,0.2871
1.9304,97.5219,2707.6523,2524.0476,-1015.0444,1846.0875,1607.5762,-907.5065,1982.1331,1761.1895,-907.3991,0.1611,0.1361,-0.0251,1.6955,1.9748,0.2794
1.9304,97.5219,2059.3647,1804.7296,-992.4183,1882.0757,1628.375,-942.6964,1903.8326,1669.7863,-913.8862,0.238,0.2148,-0.0232,1.6496,1.9913,0.3416
1.9304,97.5219,1.9304,97.5219,1952.6716,1747.4662,-1033.6013,1931.7546,1709.3756,-897.686,1716.9277,1544.7214,-729.5837,0.3004,0.3591,0.0587,1.333
1.6055,0.2726,1.8288,92.9859,2249.9041,1890.5037,-1215.8335,1982.0319,1734.1143,-956.9058,1854.308,1632.4886,-875.4678,0.2666,0.3106,0.044,1.3393
1.5957,0.2564,1.8288,92.9859,2007.1621,1758.2336,-1041.5612,1824.1938,1628.8702,-816.8826,1766.4547,1568.001,-801.2297,0.2717,0.3357,0.064,1.347
1.6145,0.2675,1.8288,92.9859,1941.0557,1680.6201,-1027.9867,1841.469,1635.7789,-840.5344,1808.6292,1611.3198,-811.3685,0.3223,0.3879,0.0656,1.2936
1.5613,0.2677,1.8288,92.9859,2327.0627,2005.4113,-1177.9862,2005.8846,1766.2025,-946.5065,1919.0077,1701.5074,-882.3349,0.3082,0.3475,0.0393,1.3572
1.6244,0.2672,1.8288,92.9859,1.8288,92.9859,1952.6716,1747.4662,-1033.6013,1931.7546,1709.3756,-897.686,1716.9277,1544.7214,-729.5837,0.3004,0.3591
0.0587,1.333,1.6055,0.2726,1.8288,92.9859,2249.9041,1890.5037,-1215.8335,1982.0319,1734.1143,-956.9058,1854.308,1632.4886,-875.4678,0.2666,0.3106
0.044,1.3393,1.5957,0.2564,1.8288,92.9859,2007.1621,1758.2336,-1041.5612,1824.1938,1628.8702,-816.8826,1766.4547,1568.001,-801.2297,0.2717,0.3357
0.064,1.347,1.6145,0.2675,1.8288,92.9859,1941.0557,1680.6201,-1027.9867,1841.469,1635.7789,-840.5344,1808.6292,1611.3198,-811.3685,0.3223,0.3879
0.0656,1.2936,1.5613,0.2677,1.8288,92.9859,2327.0627,2005.4113,-1177.9862,2005.8846,1766.2025,-946.5065,1919.0077,1701.5074,-882.3349,0.3082,0.3475
0.0393,1.3572,1.6244,0.2672,1.8288,92.9859,1.8288,92.9859,2087.3921,1810.6665,-1126.2167,2064.0127,1800.4628,-1009.1983,1887.72,1662.554,-889.18
0.404,0.4132,0.0093,1.5039,1.8558,0.3519,1.8542,86.1821,2405.2327,2101.3655,-1211.2972,2175.0278,1812.2855,-1198.5079,1868.0475,1629.568,-912.0146
0.4699,0.4821,0.0122,1.4813,1.8021,0.3208,1.8542,86.1821,2296.2517,2028.0522,-1168.7002,2088.3076,1819.776,-1023.5763,1839.235,1605.4167,-894.4019
0.4383,0.4315,-0.0069,1.4595,1.7763,0.3168,1.8542,86.1821,2242.6309,1942.4968,-1167.0621,2133.2043,1851.012,-1059.4629,1865.3553,1633.0383,-899.7835
0.4538,0.4464,-0.0074,1.4647,1.7824,0.3177,1.8542,86.1821,2093.1609,1806.212,-1131.6035,2068.2937,1806.2122,-1007.5929,1879.96,1646.9803,-902.8616
0.4296,0.4335,0.0038,1.4522,1.8003,0.3481,1.8542,86.1821,1.8542,86.1821,2087.3921,1810.6665,-1126.2167,2064.0127,1800.4628,-1009.1983,1887.72
1662.554,-889.18,0.404,0.4132,0.0093,1.5039,1.8558,0.3519,1.8542,86.1821,2405.2327,2101.3655,-1211.2972,2175.0278,1812.2855,-1198.5079,1868.0475
1629.568,-912.0146,0.4699,0.4821,0.0122,1.4813,1.8021,0.3208,1.8542,86.1821,2296.2517,2028.0522,-1168.7002,2088.3076,1819.776,-1023.5763,1839.235
1605.4167,-894.4019,0.4383,0.4315,-0.0069,1.4595,1.7763,0.3168,1.8542,86.1821,2242.6309,1942.4968,-1167.0621,2133.2043,1851.012,-1059.4629,1865.3553
1633.0383,-899.7835,0.4538,0.4464,-0.0074,1.4647,1.7824,0.3177,1.8542,86.1821,2093.1609,1806.212,-1131.6035,2068.2937,1806.2122,-1007.5929,1879.96
1646.9803,-902.8616,0.4296,0.4335,0.0038,1.4522,1.8003,0.3481,1.8542,86.1821,1.8542,86.1821,2.7265,2.3356,-1.4045,2.2299,0.7219
0.7619,0.0401,1.4122,1.7168,0.3047,1.8288,83.007,2.6858,2.2565,-1.4607,2.4329,0.7285,0.7465,0.018,1.3997,1.715,0.3153
1.8288,83.007,2.5712,2.2063,-1.3303,2.3077,0.7243,0.7504,0.0261,1.4127,1.7376,0.325,1.8288,83.007,2.5877,2.1871,-1.4014
2.3195,0.7734,0.8058,0.0324,1.3915,1.7286,0.3371,1.8288,83.007,2.7359,2.328,-1.4357,2.3889,0.6699,0.694,0.0241,1.405
1.7262,0.3212,1.8288,83.007,1.8288,83.007,2.7265,2.3356,-1.4045,2.2299,0.7219,0.7619,0.0401,1.4122,1.7168,0.3047,1.8288
83.007,2.6858,2.2565,-1.4607,2.4329,0.7285,0.7465,0.018,1.3997,1.715,0.3153,1.8288,83.007,2.5712,2.2063,-1.3303,2.3077
0.7243,0.7504,0.0261,1.4127,1.7376,0.325,1.8288,83.007,2.5877,2.1871,-1.4014,2.3195,0.7734,0.8058,0.0324,1.3915,1.7286
0.3371,1.8288,83.007,2.7359,2.328,-1.4357,2.3889,0.6699,0.694,0.0241,1.405,1.7262,0.3212,1.8288,83.007,1.8288,83.007
2.7005,2.469,-1.0915,2.5395,0.4332,0.47,0.0368,1.4122,1.6715,0.2593,1.8796,82.5534,3.3212,2.9897,-1.6338,2.3396,0.3943
0.4397,0.0454,1.5446,1.7984,0.2538,1.8796,82.5534,3.1508,2.9193,-1.4849,2.2919,0.3566,0.3958,0.0393,1.5396,1.8122,0.2726
1.8796,82.5534,3.3404,2.9726,-1.6573,2.0684,0.4348,0.4905,0.0557,1.4584,1.7107,0.2523,1.8796,82.5534,3.8168,3.4184,-1.8242
2.3722,0.3772,0.4275,0.0504,1.486,1.744,0.258,1.8796,82.5534,2.7005,2.469,-1.0915,2.5395,0.4332,0.47,0.0368,1.4122
1.6715,0.2593,1.8796,82.5534,3.3212,2.9897,-1.6338,2.3396,0.3943,0.4397,0.0454,1.5446,1.7984,0.2538,1.8796,82.5534,3.1508
2.9193,-1.4849,2.2919,0.3566,0.3958,0.0393,1.5396,1.8122,0.2726,1.8796,82.5534,3.3404,2.9726,-1.6573,2.0684,0.4348,0.4905
0.0557,1.4584,1.7107,0.2523,1.8796,82.5534,3.8168,3.4184,-1.8242,2.3722,0.3772,0.4275,0.0504,1.486,1.744,0.258,1.8796
82.5534,1.9782,1.8901,-0.8622,1.8897,0.3944,0.4167,0.0223,1.5269,1.9349,0.408,1.8542,110.222,2.0727,1.849,-0.9471,1.5903
0.3824,0.393,0.0106,1.3958,1.8895,0.4937,1.8542,110.222,2.102,1.8836,-0.9503,1.8368,0.3146,0.3276,0.0129,1.4983,1.9118
0.4135,1.8542,110.222,2.103,1.8599,-0.9943,1.9316,0.3782,0.4037,0.0255,1.5406,1.9272,0.3866,1.8542,110.222,2.5629,2.3891
-1.2377,1.857,0.3527,0.3731,0.0204,1.5552,1.9222,0.367,1.8542,110.222,1.9782,1.8901,-0.8622,1.8897,0.3944,0.4167,0.0223
1.5269,1.9349,0.408,1.8542,110.222,2.0727,1.849,-0.9471,1.5903,0.3824,0.393,0.0106,1.3958,1.8895,0.4937,1.8542,110.222
2.102,1.8836,-0.9503,1.8368,0.3146,0.3276,0.0129,1.4983,1.9118,0.4135,1.8542,110.222,2.103,1.8599,-0.9943,1.9316,0.3782
0.4037,0.0255,1.5406,1.9272,0.3866,1.8542,110.222,2.5629,2.3891,-1.2377,1.857,0.3527,0.3731,0.0204,1.5552,1.9222,0.367
1.8542,110.222,1.8753,1.6437,-0.8949,1.8128,0.3772,0.4241,0.047,1.3372,1.6013,0.2641,1.8542,81.6462,1.8314,1.586,-0.9065
1.6647,0.3293,0.3457,0.0164,1.3064,1.5794,0.2729,1.8542,81.6462,1.9441,1.696,-1.0126,1.9431,0.309,0.329,0.0201,1.3339
1.5821,0.2482,1.8542,81.6462,1.9139,1.6652,-1.0268,1.7563,0.3301,0.3556,0.0254,1.2922,1.5633,0.2711,1.8542,81.6462,1.8193
1.5757,-0.9027,1.6561,0.437,0.4842,0.0471,1.3224,1.6126,0.2902,1.8542,81.6462,1.8978,1.6342,-0.9982,1.8538,0.3685,0.4014
0.033,1.4102,1.6228,0.2126,1.8542,81.6462,1.8287,1.6,-0.8994,1.7241,0.3629,0.4045,0.0415,1.3373,1.5773,0.2401,1.8542
81.6462,1.8002,1.5935,-0.8891,1.7348,0.369,0.4077,0.0387,1.2999,1.541,0.2412,1.8542,81.6462,1.8747,1.6396,-0.8929,1.6086
0.3033,0.3366,0.0333,1.256,1.5561,0.3001,1.8542,81.6462,1.9441,1.696,-1.0126,1.9431,0.311,0.3287,0.0177,1.3326,1.5815
0.2489,1.8542,81.6462,1.9139,1.6652,-1.0268,1.7563,0.3303,0.3603,0.03,1.2942,1.5639,0.2697,1.8542,81.6462,1.8193,1.5757
-0.9027,1.6561,0.4377,0.4884,0.0507,1.3227,1.6137,0.291,1.8542,81.6462,1.8978,1.6342,-0.9982,1.8538,0.3677,0.4049,0.0373
1.4095,1.6241,0.2146,1.8542,81.6462,1.8287,1.6,-0.8994,1.7241,0.364,0.4003,0.0363,1.3376,1.576,0.2384,1.8542,81.6462
2.423,2.0066,-1.324,2.2942,0.4174,0.5115,0.0941,1.3249,1.6659,0.341,1.8542,104.326,2.4445,2.0256,-1.3201,2.3237,0.4418
0.5323,0.0905,1.3022,1.6452,0.343,1.8542,104.326,2.4446,2.0162,-1.3253,2.4236,0.4674,0.5554,0.088,1.2665,1.6081,0.3416
1.8542,104.326,2.4055,2.0052,-1.3251,2.2552,0.4603,0.5327,0.0724,1.2842,1.6157,0.3315,1.8542,104.326,2.4534,1.9946,-1.326
2.3873,0.5128,0.5657,0.0529,1.3999,1.6759,0.276,1.8542,104.326,2.423,2.0066,-1.324,2.2942,0.421,0.5112,0.0902,1.3227
1.6643,0.3416,1.8542,104.326,2.4445,2.0256,-1.3201,2.3237,0.4446,0.5364,0.0918,1.3067,1.6496,0.3429,1.8542,104.326,2.4446
2.0162,-1.3253,2.4236,0.4733,0.5541,0.0808,1.2639,1.6129,0.349,1.8542,104.326,2.4055,2.0052,-1.3251,2.2552,0.4603,0.5353
0.075,1.2815,1.6145,0.333,1.8542,104.326,2.4534,1.9946,-1.326,2.3883,0.5188,0.5666,0.0478,1.4082,1.679,0.2708,1.8542
104.326,2.3258,2.0499,-1.0884,2.1359,0.4597,0.5172,0.0576,1.398,1.685,0.287,1.8796,82.5534,2.772,2.5099,-1.2814,2.0316
0.3913,0.4376,0.0463,1.4407,1.7043,0.2635,1.8796,82.5534,2.3659,2.0807,-1.1358,2.0717,0.3794,0.428,0.0486,1.4305,1.7013
0.2708,1.8796,82.5534,2.3576,2.0513,-1.231,2.234,0.3458,0.4056,0.0598,1.4688,1.76,0.2912,1.8796,82.5534,2.6967,2.4241
-1.3524,2.1508,0.3833,0.4215,0.0382,1.4655,1.7454,0.2799,1.8796,82.5534,2.3258,2.0499,-1.0884,2.1359,0.4597,0.5172,0.0576
1.398,1.685,0.287,1.8796,82.5534,2.772,2.5099,-1.2814,2.0316,0.3913,0.4376,0.0463,1.4407,1.7043,0.2635,1.8796,82.5534
2.3659,2.0807,-1.1358,2.0717,0.3794,0.428,0.0486,1.4305,1.7013,0.2708,1.8796,82.5534,2.3576,2.0513,-1.231,2.234,0.3458
0.4056,0.0598,1.4688,1.76,0.2912,1.8796,82.5534,2.6967,2.4241,-1.3524,2.1508,0.3833,0.4215,0.0382,1.4655,1.7454,0.2799
1.8796,82.5534,2.1594,1.9937,-0.8271,1.5729,0.2297,0.2342,0.0044,1.3445,1.5199,0.1754,1.778,83.9141,1.8158,1.5972,-0.8771
1.6609,0.345,0.3367,-0.0084,1.2448,1.4689,0.2241,1.778,83.9141,1.8062,1.6616,-0.7627,1.6142,0.1876,0.1793,-0.0083,1.3042
1.5443,0.2401,1.778,83.9141,1.8932,1.6938,-0.8699,1.8313,0.2324,0.2228,-0.0096,1.2779,1.5229,0.2451,1.778,83.9141,1.648
1.448,-0.8165,1.4981,0.3732,0.3679,-0.0053,1.2091,1.4969,0.2879,1.778,83.9141,2.1594,1.9937,-0.8271,1.5729,0.2297,0.2342
0.0044,1.3445,1.5199,0.1754,1.778,83.9141,1.8158,1.5972,-0.8771,1.6609,0.345,0.3367,-0.0084,1.2448,1.4689,0.2241,1.778
83.9141,1.8062,1.6616,-0.7627,1.6142,0.1876,0.1793,-0.0083,1.3042,1.5443,0.2401,1.778,83.9141,1.8932,1.6938,-0.8699,1.8313
0.2324,0.2228,-0.0096,1.2779,1.5229,0.2451,1.778,83.9141,1.648,1.448,-0.8165,1.4981,0.3732,0.3679,-0.0053,1.2091,1.4969
0.2879,1.778,83.9141,2.3766,2.0181,-1.2552,2.2649,0.5777,0.5669,-0.0108,1.4799,1.8433,0.3634,1.905,79.8318,2.4819,2.4179
-1.2129,2.315,0.6307,0.6448,0.0141,1.4589,1.7697,0.3109,1.905,79.8318,2.4397,2.0759,-1.2795,2.3982,0.6068,0.6134,0.0066
1.4029,1.7465,0.3436,1.905,79.8318,2.3088,2.0153,-1.2218,2.3088,0.5769,0.5568,-0.0201,1.4589,1.7886,0.3298,1.905,79.8318
2.43,2.2438,-1.1757,2.3637,0.6499,0.6466,-0.0033,1.4739,1.8216,0.3478,1.905,79.8318,2.3766,2.0181,-1.2552,2.2649,0.5777
0.5669,-0.0108,1.4799,1.8433,0.3634,1.905,79.8318,2.4819,2.4179,-1.2129,2.315,0.6307,0.6448,0.0141,1.4589,1.7697,0.3109
1.905,79.8318,2.4397,2.0759,-1.2795,2.3982,0.6068,0.6134,0.0066,1.4029,1.7465,0.3436,1.905,79.8318,2.3088,2.0153,-1.2218
2.3088,0.5769,0.5568,-0.0201,1.4589,1.7886,0.3298,1.905,79.8318,2.43,2.2438,-1.1757,2.3637,0.6499,0.6466,-0.0033,1.4739
1.8216,0.3478,1.905,79.8318,1.779,1.5538,-0.8933,1.779,0.4498,0.5569,0.107,1.4422,1.8172,0.3751,1.8542,91.6252,1.9639
1.6883,-0.9777,1.9003,0.4603,0.5512,0.091,1.512,1.8535,0.3415,1.8542,91.6252,1.991,1.6818,-1.0468,1.9261,0.4654,0.5828
0.1174,1.4859,1.8597,0.3739,1.8542,91.6252,2.0228,1.7014,-1.0732,1.9914,0.4509,0.5723,0.1213,1.4793,1.8815,0.4022,1.8542
91.6252,2.0105,1.6789,-1.0852,1.9002,0.4742,0.5806,0.1064,1.4846,1.8631,0.3785,1.8542,91.6252,1.9499,1.6546,-1.0294,1.9433
0.4636,0.5786,0.115,1.4963,1.9131,0.4168,1.8542,91.6252,1.9463,1.6379,-1.0374,1.8983,0.4187,0.5264,0.1077,1.4584,1.8447
0.3862,1.8542,91.6252,1.9605,1.6792,-1.0064,1.9571,0.4927,0.6071,0.1144,1.4532,1.8325,0.3794,1.8542,91.6252,1.991,1.6818
-1.0468,1.9261,0.4659,0.582,0.1161,1.4851,1.8589,0.3737,1.8542,91.6252,2.0228,1.7014,-1.0732,1.9914,0.451,0.5716,0.1206
1.4788,1.8772,0.3984,1.8542,91.6252,2.0105,1.6789,-1.0852,1.9002,0.4741,0.5803,0.1061,1.485,1.8602,0.3753,1.8542,91.6252
1.9499,1.6546,-1.0294,1.9433,0.4633,0.577,0.1137,1.4959,1.9134,0.4175,1.8542,91.6252,1.9463,1.6379,-1.0374,1.8983,0.4187
0.5254,0.1067,1.4584,1.8409,0.3825,1.8542,91.6252,2.8975,2.7981,-1.0465,2.2111,0.4509,0.4965,0.0456,1.4818,1.7778,0.296
1.778,89.8108,2.9413,2.8684,-1.0054,2.1997,0.5107,0.5356,0.0249,1.4965,1.7742,0.2777,1.778,89.8108,3.056,2.9259,-1.0214
2.2665,0.4963,0.5239,0.0276,1.3483,1.6168,0.2685,1.778,89.8108,2.6363,2.5691,-0.9763,2.215,0.4681,0.5087,0.0406,1.2971
1.6094,0.3122,1.778,89.8108,3.4134,3.2587,-1.0708,2.2413,0.4763,0.5115,0.0352,1.3367,1.6383,0.3015,1.778,89.8108,2.8975
2.7981,-1.0465,2.2111,0.4509,0.4965,0.0456,1.4818,1.7778,0.296,1.778,89.8108,2.9413,2.8684,-1.0054,2.1997,0.5107,0.5356
0.0249,1.4965,1.7742,0.2777,1.778,89.8108,3.056,2.9259,-1.0214,2.2665,0.4963,0.5239,0.0276,1.3483,1.6168,0.2685,1.778
89.8108,2.6363,2.5691,-0.9763,2.215,0.4681,0.5087,0.0406,1.2971,1.6094,0.3122,1.778,89.8108,3.4134,3.2587,-1.0708,2.2413
0.4763,0.5115,0.0352,1.3367,1.6383,0.3015,1.778,89.8108,2.327,2.0068,-1.1647,2.1504,0.591,0.5655,-0.0255,1.2709,1.5963
0.3253,1.905,90.718,2.36,2.0408,-1.1709,2.2776,0.5566,0.5086,-0.048,1.1647,1.5488,0.3841,1.905,90.718,2.4279,2.1106
-1.1713,2.3283,0.5647,0.5482,-0.0165,1.412,1.6985,0.2865,1.905,90.718,2.3591,2.052,-1.1473,2.2876,0.3391,0.3276,-0.0115
1.4269,1.7323,0.3054,1.905,90.718,2.3278,2.0443,-1.1011,2.2508,0.4866,0.4599,-0.0267,1.3734,1.6815,0.3081,1.905,90.718
2.327,2.0068,-1.1647,2.1504,0.591,0.5655,-0.0255,1.2709,1.5963,0.3253,1.905,90.718,2.36,2.0408,-1.1709,2.2776,0.5566
0.5086,-0.048,1.1647,1.5488,0.3841,1.905,90.718,2.4279,2.1106,-1.1713,2.3283,0.5647,0.5482,-0.0165,1.412,1.6985,0.2865
1.905,90.718,2.3591,2.052,-1.1473,2.2876,0.3391,0.3276,-0.0115,1.4269,1.7323,0.3054,1.905,90.718,2.3278,2.0443,-1.1011
2.2508,0.4866,0.4599,-0.0267,1.3734,1.6815,0.3081,1.905,90.718,2.0586,1.8037,-1.0356,1.9926,0.3207,0.3899,0.0692,1.3615
1.7482,0.3866,1.8542,92.9859,2.062,1.7785,-1.0811,1.9893,0.2918,0.3565,0.0646,1.381,1.7719,0.3908,1.8542,92.9859,2.0913
1.8033,-1.1177,2.0497,0.3493,0.4113,0.0619,1.3779,1.7315,0.3536,1.8542,92.9859,2.0919,1.7842,-1.1432,2.027,0.3377,0.4074
0.0697,1.3903,1.7669,0.3766,1.8542,92.9859,2.0715,1.7848,-1.072,2.0692,0.2927,0.3429,0.0502,1.3996,1.755,0.3554,1.8542
92.9859,2.0586,1.8037,-1.0356,1.9926,0.3207,0.3899,0.0692,1.3615,1.7482,0.3866,1.8542,92.9859,2.062,1.7785,-1.0811,1.9893
0.2918,0.3565,0.0646,1.381,1.7719,0.3908,1.8542,92.9859,2.0913,1.8033,-1.1177,2.0497,0.3493,0.4113,0.0619,1.3779,1.7315
